CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,SEGMENT,CITY,STATE,COUNTRY,UPDATED_AT
C00123,Rahul,Joshi,rahul.joshi123@mail.com,9713345888,VIP,Hyderabad,GJ,India,2025-08-18 00:00:00
C00124,Karthik,Saxena,karthik.saxena124@mail.com,9275952529,PREMIUM,Kochi,WB,India,2025-01-28 00:00:00
C00125,John,Rao,john.rao125@mail.com,9183716156,REGULAR,Kolkata,DL,India,2026-08-13 00:00:00
C00126,Pooja,Reddy,pooja.reddy126@mail.com,9631608118,PREMIUM,Hyderabad,TN,India,2024-09-21 00:00:00
C00127,Neha,Patel,neha.patel127@mail.com,9742386431,VIP,Kochi,TN,India,2026-10-31 00:00:00
C00128,Neha,Patel,neha.patel128@mail.com,9170769949,PREMIUM,Jaipur,GJ,India,2026-01-13 00:00:00
C00129,Lakshmi,Shah,lakshmi.shah129@mail.com,9594253281,REGULAR,Mumbai,WB,India,2025-05-27 00:00:00
C00130,John,Iyer,john.iyer130@mail.com,9406742307,PREMIUM,Delhi,KA,India,2024-02-27 00:00:00
C00131,Pooja,Iyer,pooja.iyer131@mail.com,9416617189,VIP,Kolkata,KL,India,2026-10-13 00:00:00
C00132,Deepa,Menon,deepa.menon132@mail.com,9257956497,VIP,Bengaluru,RJ,India,2025-08-22 00:00:00
C00133,Naveen,Iyer,naveen.iyer133@mail.com,9567995583,PREMIUM,Jaipur,TN,India,2025-08-18 00:00:00
C00134,Pooja,Rao,pooja.rao134@mail.com,9502607682,REGULAR,Pune,DL,India,2025-04-01 00:00:00
C00135,Neha,Saxena,neha.saxena135@mail.com,9946649474,PREMIUM,Delhi,TN,India,2024-09-05 00:00:00
C00136,John,Joshi,john.joshi136@mail.com,9904014216,REGULAR,Jaipur,MH,India,2026-06-01 00:00:00
C00137,Rahul,Gupta,,9732913729,REGULAR,Delhi,WB,India,2026-08-13 00:00:00
C00138,Rahul,Mishra,rahul.mishra138@mail.com,9626002644,PREMIUM,Delhi,UP,India,2025-05-16 00:00:00
C00139,Meena,Reddy,meena.reddy139@mail.com,9507201011,VIP,Chennai,DL,India,2024-07-30 00:00:00
C00140,Amit,Singh,amit.singh140@mail.com,9615669002,REGULAR,Kolkata,WB,India,2025-10-03 00:00:00
C00141,Neha,Nair,neha.nair141@mail.com,9960954632,REGULAR,Mumbai,WB,India,2025-08-13 00:00:00
C00142,Anita,Saxena,anita.saxena142@mail.com,9498646427,PREMIUM,Kochi,DL,India,2026-02-13 00:00:00
C00143,Amit,Jain,amit.jain143@mail.com,9396477483,REGULAR,Hyderabad,KL,India,2025-10-31 00:00:00
C00144,Karthik,Verma,karthik.verma144@mail.com,9110058731,REGULAR,Mumbai,TS,India,2026-12-20 00:00:00
C00145,Sneha,Saxena,sneha.saxena145@mail.com,9766957702,REGULAR,Kochi,MH,India,2024-06-16 00:00:00
C00146,Deepa,Menon,,9972650582,VIP,Mumbai,WB,India,2026-06-06 00:00:00
C00147,Karthik,Rao,karthik.rao147@mail.com,9209666604,REGULAR,Ahmedabad,UP,India,2025-05-02 00:00:00
C00148,Neha,David,neha.david148@mail.com,9650908183,REGULAR,Mumbai,MH,India,2025-02-09 00:00:00
C00149,Karthik,Patel,karthik.patel149@mail.com,9705453719,REGULAR,Kolkata,GJ,India,2026-09-10 00:00:00
C00150,Naveen,Jain,naveen.jain150@mail.com,9554847871,VIP,Kochi,RJ,India,2025-04-20 00:00:00
C00151,Ajay,Raj,ajay.raj151@mail.com,9744446152,REGULAR,Kolkata,UP,India,2025-03-03 00:00:00
C00152,Divya,Joshi,divya.joshi152@mail.com,9866163550,REGULAR,Kolkata,GJ,India,2024-02-01 00:00:00
C00153,Meena,Verma,,9887680343,VIP,Kochi,KL,India,2025-03-08 00:00:00
C00154,Meena,Kumar,,9794106924,PREMIUM,Jaipur,TN,India,2025-01-13 00:00:00
C00155,Lakshmi,Shah,lakshmi.shah155@mail.com,9794631598,VIP,Mumbai,KL,India,2025-03-02 00:00:00
C00156,Priya,Saxena,priya.saxena156@mail.com,9964214926,VIP,Chennai,UP,India,2025-08-23 00:00:00
C00157,Sunita,Singh,sunita.singh157@mail.com,9469253657,PREMIUM,Ahmedabad,WB,India,2024-11-26 00:00:00
C00158,Ravi,Kumar,ravi.kumar158@mail.com,9483550870,PREMIUM,Jaipur,MH,India,2026-10-19 00:00:00
C00159,Ajay,Singh,ajay.singh159@mail.com,9489262818,REGULAR,Chennai,RJ,India,2026-05-06 00:00:00
C00160,Sunita,Menon,sunita.menon160@mail.com,9940646862,VIP,Mumbai,DL,India,2026-05-30 00:00:00
C00161,Sunita,Verma,sunita.verma161@mail.com,9951874506,REGULAR,Chennai,KA,India,2026-06-12 00:00:00
C00162,Lakshmi,Reddy,lakshmi.reddy162@mail.com,9718721752,VIP,Ahmedabad,RJ,India,2026-11-14 00:00:00
C00163,Arun,Das,arun.das163@mail.com,9845617172,VIP,Delhi,MH,India,2026-09-09 00:00:00
C00164,Karthik,Raj,karthik.raj164@mail.com,9712181257,REGULAR,Hyderabad,WB,India,2024-11-01 00:00:00
C00165,Amit,Patel,amit.patel165@mail.com,9246501039,REGULAR,Kochi,DL,India,2025-10-22 00:00:00
C00166,Anita,Menon,anita.menon166@mail.com,9486492842,VIP,Jaipur,UP,India,2025-08-06 00:00:00
C00167,Deepa,David,deepa.david167@mail.com,9586961619,VIP,Delhi,TN,India,2024-12-16 00:00:00
C00168,Ravi,Verma,ravi.verma168@mail.com,9332331100,PREMIUM,Kochi,DL,India,2024-04-19 00:00:00
C00169,Meena,Jain,meena.jain169@mail.com,9404475215,VIP,Delhi,MH,India,2024-08-29 00:00:00
C00170,Meena,Singh,meena.singh170@mail.com,9256117932,REGULAR,Chennai,KA,India,2024-03-21 00:00:00
C00171,Neha,David,neha.david171@mail.com,9526586460,VIP,Hyderabad,UP,India,2024-03-01 00:00:00
C00172,Suresh,Chopra,suresh.chopra172@mail.com,9687146742,PREMIUM,Pune,KL,India,2026-04-15 00:00:00
C00173,Lakshmi,Patel,,9227732216,VIP,Hyderabad,RJ,India,2025-12-13 00:00:00
C00174,Divya,Das,,9345535729,VIP,Jaipur,MH,India,2026-02-17 00:00:00
C00175,Meena,Menon,meena.menon175@mail.com,9768855672,REGULAR,Mumbai,MH,India,2025-04-10 00:00:00
C00176,Sunita,Jain,sunita.jain176@mail.com,9378512436,PREMIUM,Delhi,KL,India,2025-02-23 00:00:00
C00177,Ajay,Reddy,ajay.reddy177@mail.com,9172089236,PREMIUM,Kolkata,KL,India,2026-12-01 00:00:00
C00178,Rahul,Gupta,rahul.gupta178@mail.com,9412352326,PREMIUM,Mumbai,TS,India,2024-03-31 00:00:00
C00179,Lakshmi,Gupta,lakshmi.gupta179@mail.com,9737510265,PREMIUM,Ahmedabad,WB,India,2026-10-06 00:00:00
C00180,Ravi,Nair,ravi.nair180@mail.com,9369133197,VIP,Chennai,WB,India,2026-03-10 00:00:00
C00181,Ajay,Singh,ajay.singh181@mail.com,9432681423,VIP,Bengaluru,MH,India,2024-03-25 00:00:00
C00182,Meena,Chopra,,9491486839,REGULAR,Jaipur,TN,India,2024-08-28 00:00:00
C00183,Ravi,Rao,ravi.rao183@mail.com,9806757902,VIP,Hyderabad,KA,India,2024-03-06 00:00:00
C00184,Divya,David,divya.david184@mail.com,9108302001,REGULAR,Bengaluru,TS,India,2025-08-16 00:00:00
C00185,Anita,Iyer,anita.iyer185@mail.com,9615505639,REGULAR,Bengaluru,TS,India,2025-01-18 00:00:00
C00186,Suresh,Joshi,suresh.joshi186@mail.com,9255756901,PREMIUM,Kochi,TN,India,2026-08-04 00:00:00
C00187,Rahul,Shah,,9829652692,REGULAR,Ahmedabad,DL,India,2024-09-22 00:00:00
C00188,Naveen,Iyer,naveen.iyer188@mail.com,9779793924,PREMIUM,Bengaluru,TN,India,2024-03-07 00:00:00
C00189,Karthik,Joshi,karthik.joshi189@mail.com,9777922085,VIP,Hyderabad,TN,India,2024-11-22 00:00:00
C00190,Rahul,Das,rahul.das190@mail.com,9197787108,PREMIUM,Kochi,MH,India,2025-01-26 00:00:00
C00191,Naveen,Kumar,naveen.kumar191@mail.com,9565581318,REGULAR,Kolkata,KL,India,2025-08-10 00:00:00
C00192,Sunita,Joshi,sunita.joshi192@mail.com,9570617191,REGULAR,Kochi,KL,India,2025-05-14 00:00:00
C00193,Divya,Saxena,divya.saxena193@mail.com,9921057713,VIP,Kochi,RJ,India,2025-09-22 00:00:00
C00194,Ravi,David,ravi.david194@mail.com,9261017842,PREMIUM,Hyderabad,DL,India,2026-04-05 00:00:00
C00195,Divya,David,divya.david195@mail.com,9599838439,PREMIUM,Bengaluru,GJ,India,2024-11-18 00:00:00
C00196,Sunita,Kumar,sunita.kumar196@mail.com,9799916216,REGULAR,Bengaluru,KL,India,2026-10-01 00:00:00
C00197,Naveen,Shah,naveen.shah197@mail.com,9592157232,PREMIUM,Kochi,DL,India,2024-05-03 00:00:00
C00198,Vikram,Das,vikram.das198@mail.com,9567834246,VIP,Jaipur,TS,India,2026-03-28 00:00:00
C00199,Vikram,Menon,vikram.menon199@mail.com,9701241425,PREMIUM,Hyderabad,MH,India,2026-01-05 00:00:00
C00200,Divya,Jain,,9397757928,PREMIUM,Jaipur,WB,India,2025-08-22 00:00:00
C00201,Deepa,Rao,deepa.rao201@mail.com,9473111492,VIP,Chennai,WB,India,2025-12-13 00:00:00
C00202,Rahul,Shah,,9877749701,PREMIUM,Kolkata,RJ,India,2025-02-27 00:00:00
C00203,Anita,Mishra,anita.mishra203@mail.com,9479453083,VIP,Hyderabad,TN,India,2026-07-15 00:00:00
C00204,John,Kumar,john.kumar204@mail.com,9471440409,PREMIUM,Delhi,TS,India,2024-05-29 00:00:00
C00205,Neha,Gupta,neha.gupta205@mail.com,9875546002,REGULAR,Delhi,KA,India,2026-11-25 00:00:00
C00206,Rahul,Reddy,rahul.reddy206@mail.com,9640266400,PREMIUM,Pune,UP,India,2024-01-01 00:00:00
C00207,John,Singh,john.singh207@mail.com,9710734131,PREMIUM,Mumbai,TN,India,2026-11-12 00:00:00
C00208,Amit,Mishra,amit.mishra208@mail.com,9266042252,REGULAR,Kochi,WB,India,2026-10-17 00:00:00
C00209,John,Saxena,john.saxena209@mail.com,9787863010,REGULAR,Hyderabad,WB,India,2026-07-23 00:00:00
C00210,Naveen,Joshi,naveen.joshi210@mail.com,9225918944,VIP,Jaipur,KA,India,2024-10-01 00:00:00
C00211,Vikram,Nair,vikram.nair211@mail.com,9261629240,REGULAR,Ahmedabad,MH,India,2024-01-21 00:00:00
C00212,Anita,Gupta,anita.gupta212@mail.com,9320405840,REGULAR,Kolkata,DL,India,2024-03-26 00:00:00
C00213,Deepa,Joshi,deepa.joshi213@mail.com,9885515721,PREMIUM,Jaipur,TS,India,2026-11-17 00:00:00
C00214,Karthik,Singh,karthik.singh214@mail.com,9154474787,REGULAR,Kochi,KA,India,2025-01-30 00:00:00
C00215,Rahul,Saxena,rahul.saxena215@mail.com,9153578948,VIP,Kolkata,MH,India,2025-10-15 00:00:00
C00216,Ajay,Verma,ajay.verma216@mail.com,9362609511,VIP,Delhi,TS,India,2026-10-31 00:00:00
C00217,Suresh,Shah,suresh.shah217@mail.com,9506020118,PREMIUM,Kochi,GJ,India,2026-04-01 00:00:00
C00218,John,Das,john.das218@mail.com,9977306926,PREMIUM,Kochi,DL,India,2025-10-27 00:00:00
C00219,Lakshmi,Sharma,lakshmi.sharma219@mail.com,9800519713,PREMIUM,Kolkata,DL,India,2026-09-20 00:00:00
C00220,Divya,Reddy,divya.reddy220@mail.com,9680106424,PREMIUM,Pune,UP,India,2026-12-22 00:00:00
C00221,Deepa,Nair,deepa.nair221@mail.com,9772691054,PREMIUM,Ahmedabad,MH,India,2025-06-12 00:00:00
C00222,Deepa,Verma,deepa.verma222@mail.com,9734201814,REGULAR,Ahmedabad,WB,India,2024-09-29 00:00:00
C00223,Vikram,Jain,vikram.jain223@mail.com,9862294307,VIP,Ahmedabad,GJ,India,2024-12-15 00:00:00
C00224,Meena,Raj,meena.raj224@mail.com,9130790244,PREMIUM,Delhi,UP,India,2025-09-16 00:00:00
C00225,Meena,Chopra,meena.chopra225@mail.com,9333108058,PREMIUM,Ahmedabad,KL,India,2024-11-27 00:00:00
C00226,Rahul,Verma,rahul.verma226@mail.com,9160172191,REGULAR,Delhi,GJ,India,2025-08-07 00:00:00
C00227,Vikram,Sharma,vikram.sharma227@mail.com,9541599938,PREMIUM,Delhi,TS,India,2026-09-04 00:00:00
C00228,Amit,Iyer,amit.iyer228@mail.com,9302465443,REGULAR,Bengaluru,TN,India,2024-07-07 00:00:00
C00229,John,Nair,,9171292548,REGULAR,Mumbai,DL,India,2026-05-23 00:00:00
C00230,Deepa,Joshi,deepa.joshi230@mail.com,9412375643,VIP,Kolkata,RJ,India,2025-06-01 00:00:00
C00231,Arun,Patel,arun.patel231@mail.com,9214428107,VIP,Bengaluru,TS,India,2024-12-05 00:00:00
C00232,Meena,Verma,meena.verma232@mail.com,9301868545,REGULAR,Hyderabad,TS,India,2025-02-10 00:00:00
C00233,Deepa,Shah,deepa.shah233@mail.com,9984972987,REGULAR,Ahmedabad,GJ,India,2025-12-08 00:00:00
